Season,DayNum,Fav_TeamID,Und_TeamID,Fav_Score,Und_Score,Score_Diff,Upset_Occurred,Fav_Seed,Und_Seed,Seed_Diff,Diff_DefFT,Diff_PFHeight,Diff_Defensive_Discipline_Score,Diff_AvgHeight,Diff_Pre-Tournament.OppARate,Diff_Pre-Tournament.ORPct,Diff_Pre-Tournament.Def3PtFG,Diff_Bench,Diff_Pre-Tournament.OppFG2Pct,Diff_Consistency_Off_Eff,Diff_Score,Diff_SFPts,Diff_SFDR,Diff_Avg_Net_Eff,Diff_L10_Net_Eff,Diff_Pre-Tournament.eFGPct,Diff_Pre-Tournament.FG3Rate,Diff_Consistency_Def_Eff,Diff_Pre-Tournament.AdjTempo,Diff_PGOR,Diff_Pre-Tournament.FTPct,Diff_Pre-Tournament.Off2PtFG,Diff_Pre-Tournament.BlockPct,Diff_CenterOR,Diff_PGPts,Diff_SFOR,Diff_Active Coaching Length Index,Diff_EffectiveHeight,Diff_Pre-Tournament.AdjDE,Diff_Pre-Tournament.FG2Pct,Diff_PGHeight,Diff_Avg Possession Length (Defense),Diff_PGDR,Diff_First_Round_Picks,Diff_SGHeight,Diff_Pre-Tournament.Def2PtFG,Diff_Pre-Tournament.DefFT,Diff_Pre-Tournament.FTRate,Diff_recent_5yr_pase,Diff_CenterDR,Diff_SFHeight,Diff_Avg Possession Length (Offense),Diff_Experience,Diff_PFPts,Diff_CenterHeight,Diff_Pre-Tournament.TOPct,Diff_Pre-Tournament.OppFG3Pct,Diff_Offensive_Analytics_Score,Diff_Pre-Tournament.ARate,Diff_SGOR,Diff_PFDR,Diff_Pre-Tournament.OffFT,Diff_Roster_Talent_Score,Diff_Consistency_Net_Eff,Diff_Continuity_Pct,Diff_CenterPts,Diff_Pre-Tournament.OppFTPct,Diff_SGPts,Diff_PFOR,Diff_L10_Win_Pct,Diff_Pre-Tournament.AdjEM,Diff_tournament_wins,Diff_Pre-Tournament.AdjOE,Diff_SGDR,Diff_Pre-Tournament.OppBlockPct,Diff_Pre-Tournament.Off3PtFG,Diff_Pre-Tournament.OppStlRate,Diff_Pre-Tournament.FG3Pct,Diff_Pre-Tournament.OppFG3Rate,Diff_Has_Coach_PASE_Data,Diff_Seed,Diff_Pre-Tournament.StlRate,Predicted_Score_Diff,Fav_Team,Und_Team,Half time Point Diff,End Game Point Diff
2026,136,1222,1401,88,57,31,0,2,10,8,1.8708822706653017,-0.17,1.3257946691245053,0.6400000000000006,-2.743110141,4.539360081259527,1.9552815926769649,-12.81,-7.58057258,-2.445,31,2.530000000000001,3.77,11.324,18.534,-2.092625682,-5.514075076,3.622,-7.2,-3.62,3.463478380485114,6.430060679682526,3.631678042470945,0.05,8.059999999999999,3.879999999999999,11,0.12,-9.6,-2.212208022,2.54,0.8000000000000007,0.1300000000000007,2,1.17,-3.826163863,1.8708822706652448,-10.46740809,2.7,4.700000000000003,-0.75,2.799999999999999,-0.80301,-7.19,0.41,-1.98605698,0.4189066302923301,-15.94921486,-8.450612749,-10.77,-8.8,-3.648563358,17.56342799,-2.189,53.260000000000005,-3.18,-4.981926764,-0.16,10.500000000000004,0.1999999999999999,14.736400000000003,0,5.200000000000003,0.25,-5.09616703,-2.781497321,-0.01989797,-1.262562077,-0.568143638,0,-8,0.009525089,12.222991,Houston,Texas A&M,,
2026,136,1458,1219,82,83,-1,1,5,12,7,-2.611523216,2.42,-3.869138854,2.5200000000000102,-1.289682679,-3.378638905,0.5442007788619065,-4.54,0.7128329418624872,3.649000000000001,-1,-14.24,-12.01,-10.379,-12.171,-0.254537954,9.701728274914004,-1.03,-1.2,6.890000000000001,4.369954369954371,-7.352570951,-2.504971667,-4.3,6.780000000000001,-14.19,10,2.8200000000000003,-6.6,-2.254092673,4.57,-0.2,7.24,0,2.0700000000000003,2.067322436785787,-2.611523216,-11.00102576,-2.4,4.459999999999997,0.35,1.299999999999999,0.1229,-4.95,3.22,-0.463626906,1.3294104110849965,-1.299297486,4.666359362469216,7.890000000000001,-6.48,-3.827178777,18.36057573,2.014,4.380000000000003,4.530000000000001,2.3602484472049667,7.859999999999999,3.6999999999999993,-0.3,14.983050000000002,0,8.299999999999997,6.790000000000001,2.091070414,11.179749727619882,-0.003226368,1.7030486344565787,-1.257615639,1,-7,-0.062496437,12.703722,Wisconsin,High Point,,
2026,136,1435,1270,78,68,10,0,5,12,7,0.5339707692972979,1.06,-8.450896177,0.09,-10.59739345,-4.650400003,-7.004945566,-6.84,0.000564005,-0.339,10,1.0700000000000005,2.790000000000001,0.3120000000000011,-16.48,4.318448960743872,8.476772192749095,3.842000000000001,2.5999999999999943,0.8799999999999999,5.234266912307618,-7.140749079,-3.202797466,-3.79,-0.77,-1.99,1,0.05,-2.5,3.935941999059324,-1.55,-1.8,5.130000000000001,0,-0.37,6.861535809341056,0.1434097570578494,-0.170463192,-0.1,3.2600000000000016,2.29,-0.1,0.56705,3.890000000000001,-0.97,-1.035674467,-0.354252076,9.047825743,7.049226168042502,-7.22,-2.63,-0.296587485,18.27868567,1.3789999999999978,20.54,5.899999999999999,2.4110304914917577,-10.09,12.14,-0.4,15.6292,0,12.5,-8.53,0.4818116116598414,7.437336563737571,0.004758099,3.9136156606314856,-8.880571792,1,-7,-0.03816603,13.529233,Vanderbilt,McNeese St,,
2026,136,1104,1220,87,69,18,0,4,13,9,-2.852164493,0.94,-8.423860849,0.7900000000000063,-8.532589099,-4.258675365,-4.489790123,7.52,4.442768013701418,-1.07,18,-0.65,9.6,-0.058,-10.843,3.912087733483944,10.504999817154186,-0.735,8.399999999999991,-4.04,0.5833305315536421,-5.128454318,0.911389308,-15.32,-0.41,13.19,2,0.53,-1.8,8.730750770547452,0.75,-0.6,1.4600000000000009,1,0.87,7.341954615147237,-2.852164493,4.697004172947764,0.4,-14.64,1.3,-3.8,0.4996900000000002,-1.41,0.1099999999999998,-2.123299943,1.239154808106946,15.20200399,5.009017965827326,2.8599999999999994,3.9200000000000017,1.1056818311743193,22.1421361,3.738999999999997,3.299999999999997,2.02,-1.946996767,0.4600000000000008,3.3599999999999994,-0.1,16.230719999999998,0,14.400000000000006,-0.32,1.437487832193174,4.0227724866514905,0.007688271,-1.039616668,-5.571696356,1,-9,0.012008807,14.81649,Alabama,Hofstra,,
2026,136,1345,1274,79,69,10,0,2,7,5,-0.904662603,-0.61,3.388435039034704,-0.64,3.343861613092386,0.7522885250119629,2.271747131638982,2.3800000000000026,2.3000507435887414,-1.194,10,1.5700000000000005,-2.79,2.603999999999999,4.985999999999999,1.996747790552881,9.280886922249223,-0.328,-3.2,-1.56,5.776970626720214,-6.859650685,-1.131809725,8.330000000000005,-3.71,-16.89,20,0.7899999999999998,-0.3,0.865235486,-2.76,0.5,0.4900000000000002,0,-0.92,-1.117847955,-1.153899176,-8.862814793,-2.6,-5.61,-1.15,1.6999999999999993,0.7245000000000001,-3.51,2.21,-2.485071311,-1.248200196,0.5964343195192896,13.126088470916066,-4.49,10.14,-3.179671099,15.480585359999996,-0.442,71.56,6.489999999999998,2.316251953275554,-0.85,14.599999999999998,-0.1,9.8111,0,10.199999999999989,-2.24,-3.593281236,10.03932178334665,-0.018645041,3.2029871645274213,4.067143028771731,1,-5,-0.027381301,14.853162,Purdue,Miami FL,,
2026,136,1277,1295,92,67,25,0,3,14,11,1.8215091368003016,3.63,3.4122544378529014,2.569999999999993,1.3375421603390123,5.129989090385127,2.000201554719822,2.009999999999998,-4.646690584,-2.326,25,0.8500000000000014,-4.4,3.837999999999999,-13.606,0.2423409720529861,-6.336915996,1.0990000000000002,-0.3,-5.98,4.678344849880801,3.1078497215252696,4.3329574094186665,-5.32,1.6099999999999994,-2.66,18,2.48,-11.9,0.2773608351429359,1.6,0.6999999999999993,-4.39,0,2.49,-3.821710692,1.8215091368002696,5.523127645330355,2.3,-4.23,3.81,0,0.05736,0.6699999999999982,1.32,1.1128085753394252,-0.566801619,-0.813788351,13.964322812936883,0.04,14.61,3.412878160157618,26.498389,1.6550000000000011,30.499999999999996,-5.13,0.284280472,2,13.910000000000004,-0.2,23.17245,0,11.299999999999995,-1.62,-0.845000892,-6.520727882,0.004691848,0.174367916,1.5907453010525856,0,-11,-0.035016056,17.290571,Michigan St,N Dakota St,,
2026,136,1116,1218,97,78,19,0,4,13,9,-3.351644298,0.6399999999999999,2.397732742134515,-0.18,11.521130041033864,1.051213314902558,3.655337886159156,-5.6,7.114277830337436,-0.108,19,-2.29,-4.37,1.7880000000000005,2.933,4.508931243129524,-6.326835307,0.6959999999999997,1.2999999999999972,-0.88,0.865975246,3.818747788313893,2.847090823,8.310000000000002,13.04,-0.87,-9,-0.12,0.3999999999999915,0.5850840788942548,0.1399999999999999,1,-3.83,1,0.57,-0.360485735,-3.294852152,-6.051228262,-2.8,-1.55,-1.4,-1.1,-0.1665,-2.37,-0.88,-6.0923603,0.9970918155380062,-12.30949191,3.104231706672735,-5.66,12.279999999999998,-3.76658107,24.43574868,0.9349999999999988,14.14,-11.15,2.3406071782262785,2.780000000000001,-0.91,0.1,19.45095,0,20.60000000000001,-2.53,-1.875756828,-0.052166719,-0.037843935,7.271894771894772,5.739994113881977,0,-9,0.00865511,17.871159,Arkansas,Hawaii,,
2026,136,1181,1395,81,58,23,0,1,9,8,-2.063258021,1.91,5.507106217654496,2.9099999999999966,-9.552736983,4.3231758488193535,6.985611389608909,7.109999999999999,-4.639736957,0.3599999999999994,23,-5.5,-2.57,19.048,21.456000000000003,5.872406847935551,7.510523665659619,-1.043,-2.4,3.5200000000000005,1.598966408268737,-3.00192309,-2.213504653,1.9500000000000028,1.9499999999999995,-11.01,-6,2.14,-8.7,8.467378180945317,4.44,0.3999999999999986,0.9900000000000002,2,3.62,-4.922353369,-2.063258021,-0.935649547,2.3,-1.53,2.21,0.6999999999999993,-0.907096,6.57,2.38,0.5115153452475099,-3.30838679,6.5748741188317865,1.609069887,-5.19,2.539999999999999,-1.800711255,24.02018329,1.7170000000000023,17.480000000000004,-6.94,-0.195820052,3.979999999999997,10.799999999999995,0.1999999999999999,21.3161,0,12.599999999999994,0.6099999999999994,-0.575803499,4.802634345186853,0.005791268,1.966588479540178,7.570364238410598,0,-8,0.007265456,17.8802,Duke,TCU,,
2026,136,1438,1460,82,73,9,0,3,14,11,2.395932180197601,1.42,5.786583437938006,1.259999999999991,5.677787208113003,5.859735963587319,3.3213793585119795,-1.38,-8.176854992,1.6920000000000002,9,6.68,-3.73,11.668,0.8140000000000001,0.1949103022008103,12.84658098425406,1.0940000000000012,-1.5,0.1199999999999992,-1.824027213,-8.407790584,6.152287203242619,7.109999999999999,-1.43,-16.4,-1,2.64,-14.2,0.6991000984565261,-1.45,1.8000000000000007,6.369999999999999,0,1.4,-5.717311539,2.3959321801976188,-4.953924611,-1.3,-8.59,1.06,-0.6,0.8134900000000003,4.779999999999998,3.85,-0.362309216,-2.785395226,7.931325914543692,12.132003577484204,5.040000000000001,3.3800000000000026,-2.617013108,25.31407776,4.718,-41.66,-2.52,1.7498222555292955,-7.52,4.129999999999999,0,24.66715,0,10.400000000000006,2.5600000000000005,0.6615369490799221,11.024803691950922,-0.002200843,-0.200833283,3.390651257740366,1,-11,-0.006907207,18.595098,Virginia,Wright St,,
2026,136,1242,1465,68,60,8,0,4,13,9,-4.820921534,0.5899999999999999,5.455377882824905,2.200000000000003,2.0092671935002717,-8.01727245,11.563044627646033,-5.04,-2.578923966,1.2889999999999997,8,8.21,1.7699999999999996,1.1119999999999992,-17.945,2.970920478165567,3.536585877684388,2.515000000000001,1.7999999999999972,-0.95,4.840013810154915,-1.24906905,8.150107530784659,-5.27,-15.97,8.89,10,-0.11,-8,3.411751555303425,5.35,0.8999999999999986,3.1500000000000004,1,3.19,-6.742123093,-4.820921534,-3.529188644,-2,0.8000000000000007,2.72,-1,0.3446100000000001,4.530000000000001,-0.83,-1.852135633,0.9430182748312744,0.007397234,12.985853766409562,-1.87,-6.25,-1.567620226,19.77875075,6.143000000000001,-37.54,4.4,-2.484309232,-1.23,-0.85,-0.3,18.43675,0,10.399999999999991,0.4700000000000006,-1.338474408,2.8166892754548414,-0.004234321,1.2597362491564752,10.276299417279574,1,-9,-0.000512964,19.194176,Kansas,Cal Baptist,,
2026,136,1112,1429,78,66,12,0,1,9,8,-4.284876774,-0.71,-7.99092154,1.3299999999999983,-0.630993285,6.965676104618467,-0.655233843,-7.17,-4.95142517,-7.287,12,-2.73,0.7899999999999991,7.754,6.488,-1.570731555,-13.89494655,-1.059,2.0999999999999943,-3.64,2.7735150132035926,7.2149932173203055,1.990344482433013,-4.75,2.8000000000000007,5.619999999999999,3,0.91,-11.4,-3.950638369,1.41,-1.2,-9.01,2,0.8999999999999999,4.940110617,-4.284876774,4.184820763936173,-3,5.599999999999998,2.51,-0.4,-0.85413,1.93,2.53,0.117356248,-2.472488571,-9.751547612,-4.309181135,-11.32,6.169999999999998,2.789813925,17.311159679999996,-6.094,5.580000000000005,1.459999999999999,-1.789183013,-3.43,14.099999999999998,0.2,16.906600000000005,0,5.6000000000000085,-3.54,-1.61610951,-10.00480714,0.000988404,0.9528094035136334,-3.706044766,0,-8,-0.015889378,19.349094,Arizona,Utah St,,
2026,136,1163,1202,82,71,11,0,2,15,13,7.175978927126501,-0.14,1.4685160868853018,-0.54,1.6891050452694358,4.263535058237046,-6.692204159,-1.98,-5.140409742,-0.207,11,2.5200000000000014,-0.21,13.820999999999998,5.267,0.548056535,-6.020500526,2.337,-1.5,3.9499999999999993,1.7839204887906703,3.578256732084135,5.864840326846405,9.64,-5.91,-9.94,-1,0.24,-15.3,-1.926377316,-1.54,-0.3,6.970000000000001,1,-1.24,-0.483774768,7.175978927126479,-2.114397646,4.6000000000000005,0.49,-0.4,0.9000000000000021,1.2422500000000003,-2.62,0.6299999999999999,-1.354045054,-2.362957339,-8.134898172,9.185682438694483,-10.96,-5.02,-0.731761216,34.1049734,4.750999999999998,11.240000000000002,3.7600000000000016,1.6870501786702905,2.280000000000001,7.359999999999999,0.1,29.83951,0,14.5,-2.19,-1.118375469,-2.846495516,-0.024883669,1.9064713153936597,-5.70746284,0,-13,0.037403769,19.640524,Connecticut,Furman,,
2026,136,1304,1407,76,47,29,0,4,13,9,-2.636317947,0.16,8.268347274,0.3599999999999994,11.20209126206128,-7.657816722,9.570098417,1.34,-1.351933603,-3.086,29,4.960000000000001,0,10.234,-1.985,3.5578193650217145,5.180969610170969,5.385999999999999,1.7999999999999972,0.6899999999999995,1.2222222222222283,-1.155820313,-0.399281403,18.15,-3.38,-10.76,0,0.58,-16.6,4.425770069510698,-0.63,1.1999999999999993,8.720000000000002,0,0.86,-6.933780469,-2.636317947,-9.133623195,-0.5,-2.88,0.4299999999999999,-1.1,1.0739999999999998,2.509999999999998,1,-2.133213413,-1.421523425,-3.952653585,8.600434455,-0.93,-10.03,-4.991460305,27.31920595,2.3880000000000017,-37.62,-5.6,1.8748301460386472,1.5,-7.2,-0.1,24.39191,0,7.799999999999997,4.16,-1.701138067,6.147280618316884,-0.021760658,2.075131031007785,10.904665221789584,0,-9,0.004544291,20.647251,Nebraska,Troy,,
